"","OPR_DT","OPR_HR","OPR_INTERVAL","TI_ID","TI_DIRECTION","CONSTRAINT_CAUSE","MW","MARKET_RUN_ID"
"59","2024-05-02",8,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",78.53855,"RTPD"
"60","2024-05-02",9,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",76.54577,"RTPD"
"61","2024-05-02",10,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",68.40305,"RTPD"
"62","2024-05-02",11,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",69.19323,"RTPD"
"63","2024-05-02",12,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",72.13434,"RTPD"
"64","2024-05-02",13,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",72.06303,"RTPD"
"65","2024-05-02",14,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.53041,"RTPD"
"66","2024-05-02",15,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",68.90876,"RTPD"
"67","2024-05-02",17,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",68.95579,"RTPD"
"68","2024-05-02",8,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.33036,"RTPD"
"69","2024-05-02",9,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.43371,"RTPD"
"70","2024-05-02",10,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",68.06287,"RTPD"
"71","2024-05-02",11,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",69.15958,"RTPD"
"72","2024-05-02",12,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",72.58494,"RTPD"
"73","2024-05-02",13,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.20715,"RTPD"
"74","2024-05-02",14,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.66878,"RTPD"
"75","2024-05-02",15,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",68.42801,"RTPD"
"76","2024-05-02",16,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",67.95241,"RTPD"
"77","2024-05-02",17,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",70.96031,"RTPD"
"78","2024-05-02",19,1,"NWMT_AMPS_EAST","I","Base Case",-14.96047,"RTPD"
"79","2024-05-02",5,2,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"80","2024-05-02",19,2,"NWMT_AMPS_EAST","I","Base Case",-6.26212,"RTPD"
"81","2024-05-02",5,3,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"82","2024-05-02",19,3,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"83","2024-05-02",5,4,"NWMT_AMPS_EAST","I","Base Case",-0.46191,"RTPD"
"84","2024-05-02",7,4,"NWMT_AMPS_EAST","I","Base Case",-9.99089,"RTPD"
"85","2024-05-02",4,1,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"86","2024-05-02",5,1,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"87","2024-05-02",7,1,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"88","2024-05-02",4,2,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"89","2024-05-02",5,2,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"90","2024-05-02",7,2,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"91","2024-05-02",4,3,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"92","2024-05-02",5,3,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"93","2024-05-02",7,3,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"94","2024-05-02",16,3,"PARKER_ITC","E","Base Case",0,"RTPD"
"95","2024-05-02",4,4,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"96","2024-05-02",5,4,"PARKER_ITC","I","Base Case",-4e-04,"RTPD"
"97","2024-05-02",16,4,"PARKER_ITC","E","Base Case",0,"RTPD"
"98","2024-05-02",7,1,"SRP_SYSTEM_ITC","E","Base Case",-8.60597,"RTPD"
"99","2024-05-02",7,2,"SRP_SYSTEM_ITC","E","Base Case",-4.82992,"RTPD"
"100","2024-05-02",14,4,"SRP_SYSTEM_ITC","I","Base Case",-4.95491,"RTPD"
"101","2024-05-02",16,4,"SRP_SYSTEM_ITC","I","Base Case",-8.261,"RTPD"
"102","2024-05-02",5,1,"TEPC_BA_EXP_ITC","E","Base Case",-6.80795,"RTPD"
"103","2024-05-02",7,1,"TEPC_BA_EXP_ITC","E","Base Case",-6.03112,"RTPD"
"104","2024-05-02",8,1,"TEPC_BA_EXP_ITC","E","Base Case",-1.09011,"RTPD"
"105","2024-05-02",4,2,"TEPC_BA_EXP_ITC","E","Base Case",-0.002,"RTPD"
"106","2024-05-02",5,2,"TEPC_BA_EXP_ITC","E","Base Case",-23.10574,"RTPD"
"107","2024-05-02",7,2,"TEPC_BA_EXP_ITC","E","Base Case",-0.002,"RTPD"
"108","2024-05-02",4,3,"TEPC_BA_EXP_ITC","E","Base Case",-1.43032,"RTPD"
"109","2024-05-02",5,3,"TEPC_BA_EXP_ITC","E","Base Case",-25.93899,"RTPD"
"110","2024-05-02",7,3,"TEPC_BA_EXP_ITC","E","Base Case",-8.57478,"RTPD"
"111","2024-05-02",4,4,"TEPC_BA_EXP_ITC","E","Base Case",-1.84956,"RTPD"
"112","2024-05-02",7,4,"TEPC_BA_EXP_ITC","E","Base Case",-4e-04,"RTPD"
"113","2024-05-02",16,1,"TEPC_BA_IMP_ITC","I","Base Case",-3.31927,"RTPD"
"114","2024-05-02",17,1,"TEPC_BA_IMP_ITC","I","Base Case",-11.7773,"RTPD"
"115","2024-05-02",18,1,"TEPC_BA_IMP_ITC","I","Base Case",-16.64943,"RTPD"
"116","2024-05-02",15,2,"TEPC_BA_IMP_ITC","I","Base Case",-1.95925,"RTPD"
"117","2024-05-02",16,2,"TEPC_BA_IMP_ITC","I","Base Case",-0.08101,"RTPD"
"118","2024-05-02",17,2,"TEPC_BA_IMP_ITC","I","Base Case",-9.76846,"RTPD"
"119","2024-05-02",18,2,"TEPC_BA_IMP_ITC","I","Base Case",-6.2571,"RTPD"
"120","2024-05-02",15,3,"TEPC_BA_IMP_ITC","I","Base Case",-3.033,"RTPD"
"121","2024-05-02",16,3,"TEPC_BA_IMP_ITC","I","Base Case",-4.02125,"RTPD"
"122","2024-05-02",17,3,"TEPC_BA_IMP_ITC","I","Base Case",-6.4333,"RTPD"
"123","2024-05-02",15,4,"TEPC_BA_IMP_ITC","I","Base Case",-4.02121,"RTPD"
"124","2024-05-02",16,4,"TEPC_BA_IMP_ITC","I","Base Case",-4.43716,"RTPD"
"125","2024-05-02",17,4,"TEPC_BA_IMP_ITC","I","Base Case",-4.79623,"RTPD"
"126","2024-05-02",5,1,"TOTAL_WYOMING_EXPORT","E","Base Case",1.78265,"RTPD"
"127","2024-05-02",6,1,"TOTAL_WYOMING_EXPORT","E","Base Case",69.0214,"RTPD"
"128","2024-05-02",7,1,"TOTAL_WYOMING_EXPORT","E","Base Case",21.78348,"RTPD"
"129","2024-05-02",12,1,"TOTAL_WYOMING_EXPORT","E","Base Case",14.26811,"RTPD"
"130","2024-05-02",13,1,"TOTAL_WYOMING_EXPORT","E","Base Case",10.0716,"RTPD"
"131","2024-05-02",14,1,"TOTAL_WYOMING_EXPORT","E","Base Case",10.15263,"RTPD"
"132","2024-05-02",15,1,"TOTAL_WYOMING_EXPORT","E","Base Case",7.15296,"RTPD"
"133","2024-05-02",19,1,"TOTAL_WYOMING_EXPORT","E","Base Case",12.30847,"RTPD"
"134","2024-05-02",20,1,"TOTAL_WYOMING_EXPORT","E","Base Case",30.59697,"RTPD"
"135","2024-05-02",4,2,"TOTAL_WYOMING_EXPORT","E","Base Case",2.83495,"RTPD"
"136","2024-05-02",5,2,"TOTAL_WYOMING_EXPORT","E","Base Case",5.3055,"RTPD"
"137","2024-05-02",6,2,"TOTAL_WYOMING_EXPORT","E","Base Case",67.98092,"RTPD"
"138","2024-05-02",7,2,"TOTAL_WYOMING_EXPORT","E","Base Case",19.11149,"RTPD"
"139","2024-05-02",13,2,"TOTAL_WYOMING_EXPORT","E","Base Case",9.01957,"RTPD"
"140","2024-05-02",15,2,"TOTAL_WYOMING_EXPORT","E","Base Case",23.32577,"RTPD"
"141","2024-05-02",16,2,"TOTAL_WYOMING_EXPORT","E","Base Case",3.62836,"RTPD"
"142","2024-05-02",19,2,"TOTAL_WYOMING_EXPORT","E","Base Case",19.09338,"RTPD"
"143","2024-05-02",20,2,"TOTAL_WYOMING_EXPORT","E","Base Case",13.6678,"RTPD"
"144","2024-05-02",4,3,"TOTAL_WYOMING_EXPORT","E","Base Case",3.63115,"RTPD"
"145","2024-05-02",5,3,"TOTAL_WYOMING_EXPORT","E","Base Case",15.78753,"RTPD"
"146","2024-05-02",6,3,"TOTAL_WYOMING_EXPORT","E","Base Case",32.7393,"RTPD"
"147","2024-05-02",7,3,"TOTAL_WYOMING_EXPORT","E","Base Case",17.19456,"RTPD"
"148","2024-05-02",12,3,"TOTAL_WYOMING_EXPORT","E","Base Case",8.33025,"RTPD"
"149","2024-05-02",13,3,"TOTAL_WYOMING_EXPORT","E","Base Case",8.04744,"RTPD"
"150","2024-05-02",15,3,"TOTAL_WYOMING_EXPORT","E","Base Case",22.81736,"RTPD"
"151","2024-05-02",19,3,"TOTAL_WYOMING_EXPORT","E","Base Case",30.7894,"RTPD"
"152","2024-05-02",20,3,"TOTAL_WYOMING_EXPORT","E","Base Case",6.61951,"RTPD"
"153","2024-05-02",4,4,"TOTAL_WYOMING_EXPORT","E","Base Case",3.54808,"RTPD"
"154","2024-05-02",5,4,"TOTAL_WYOMING_EXPORT","E","Base Case",19.91346,"RTPD"
"155","2024-05-02",6,4,"TOTAL_WYOMING_EXPORT","E","Base Case",27.43891,"RTPD"
"156","2024-05-02",7,4,"TOTAL_WYOMING_EXPORT","E","Base Case",22.16653,"RTPD"
"157","2024-05-02",12,4,"TOTAL_WYOMING_EXPORT","E","Base Case",24.54497,"RTPD"
"158","2024-05-02",13,4,"TOTAL_WYOMING_EXPORT","E","Base Case",23.53556,"RTPD"
"159","2024-05-02",14,4,"TOTAL_WYOMING_EXPORT","E","Base Case",22.59089,"RTPD"
"160","2024-05-02",19,4,"TOTAL_WYOMING_EXPORT","E","Base Case",18.92227,"RTPD"
"161","2024-05-02",17,4,"WALC_MEAD230_IMPORT_ITC","I","Base Case",0,"RTPD"
"162","2024-05-02",17,1,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"163","2024-05-02",16,2,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"164","2024-05-02",17,2,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"165","2024-05-02",15,3,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"166","2024-05-02",16,3,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"167","2024-05-02",17,3,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"168","2024-05-02",15,4,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"169","2024-05-02",16,4,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"170","2024-05-02",17,4,"WALC_NET_DYN_ETSR_IMPORT_ITC","I","Base Case",-4e-04,"RTPD"
"171","2024-05-02",10,1,"WINDSTAR EXPORT TCOR","E","Base Case",27.59435,"RTPD"
"172","2024-05-02",9,2,"WINDSTAR EXPORT TCOR","E","Base Case",8.5433,"RTPD"
"173","2024-05-02",10,2,"WINDSTAR EXPORT TCOR","E","Base Case",18.68649,"RTPD"
"174","2024-05-02",11,2,"WINDSTAR EXPORT TCOR","E","Base Case",8.95346,"RTPD"
"175","2024-05-02",10,3,"WINDSTAR EXPORT TCOR","E","Base Case",9.80387,"RTPD"
"176","2024-05-02",11,3,"WINDSTAR EXPORT TCOR","E","Base Case",7.53446,"RTPD"
"177","2024-05-02",9,4,"WINDSTAR EXPORT TCOR","E","Base Case",1.65887,"RTPD"
"178","2024-05-02",10,4,"WINDSTAR EXPORT TCOR","E","Base Case",7.27791,"RTPD"
"179","2024-05-02",11,4,"WINDSTAR EXPORT TCOR","E","Base Case",0.05265,"RTPD"
"180","2024-05-02",19,1,"WSTWGMEAD_ITC","E","Base Case",-187.47244,"RTPD"
"181","2024-05-02",19,2,"WSTWGMEAD_ITC","E","Base Case",-173.8372,"RTPD"
"182","2024-05-02",19,3,"WSTWGMEAD_ITC","E","Base Case",-158.69857,"RTPD"
"183","2024-05-03",4,1,"LDWP_IPP_NORTH","E","Base Case",-6.30467,"RTPD"
"184","2024-05-03",5,1,"LDWP_IPP_NORTH","E","Base Case",-1.81368,"RTPD"
"185","2024-05-03",6,1,"LDWP_IPP_NORTH","E","Base Case",-5.87388,"RTPD"
"186","2024-05-03",7,1,"LDWP_IPP_NORTH","E","Base Case",-4.50107,"RTPD"
"187","2024-05-03",4,2,"LDWP_IPP_NORTH","E","Base Case",-6.84613,"RTPD"
"188","2024-05-03",5,2,"LDWP_IPP_NORTH","E","Base Case",-3.46835,"RTPD"
"189","2024-05-03",6,2,"LDWP_IPP_NORTH","E","Base Case",-5.78676,"RTPD"
"190","2024-05-03",7,2,"LDWP_IPP_NORTH","E","Base Case",-12.9649,"RTPD"
"191","2024-05-03",4,3,"LDWP_IPP_NORTH","E","Base Case",-4.49462,"RTPD"
"192","2024-05-03",5,3,"LDWP_IPP_NORTH","E","Base Case",-4.02309,"RTPD"
"193","2024-05-03",6,3,"LDWP_IPP_NORTH","E","Base Case",-4.69607,"RTPD"
"194","2024-05-03",7,3,"LDWP_IPP_NORTH","E","Base Case",-13.56801,"RTPD"
"195","2024-05-03",3,4,"LDWP_IPP_NORTH","E","Base Case",-5.42832,"RTPD"
"196","2024-05-03",4,4,"LDWP_IPP_NORTH","E","Base Case",-3.71741,"RTPD"
"197","2024-05-03",5,4,"LDWP_IPP_NORTH","E","Base Case",-2.30465,"RTPD"
"198","2024-05-03",6,4,"LDWP_IPP_NORTH","E","Base Case",-5.6474,"RTPD"
"199","2024-05-03",7,4,"LDWP_IPP_NORTH","E","Base Case",-12.03726,"RTPD"
"200","2024-05-03",10,3,"Line_PND-FDM_230KV","I","Base Case",20.81481,"RTPD"
"201","2024-05-03",9,1,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.56185,"RTPD"
"202","2024-05-03",10,1,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.77011,"RTPD"
"203","2024-05-03",9,2,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.43135,"RTPD"
"204","2024-05-03",10,2,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.58918,"RTPD"
"205","2024-05-03",8,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",69.61825,"RTPD"
"206","2024-05-03",9,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.36605,"RTPD"
"207","2024-05-03",10,3,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",145.07913,"RTPD"
"208","2024-05-03",8,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",61.43187,"RTPD"
"209","2024-05-03",9,4,"ME-JF 138","I","VE1 VEAVST-PAHRUM 138",71.0455,"RTPD"
"210","2024-05-03",10,1,"NOB_ITC","E","Base Case",-41.47248,"RTPD"
"211","2024-05-03",10,2,"NOB_ITC","E","Base Case",-39.18198,"RTPD"
"212","2024-05-03",10,3,"NOB_ITC","E","Base Case",-43.22418,"RTPD"
"213","2024-05-03",2,1,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"214","2024-05-03",3,1,"NWMT_AMPS_EAST","I","Base Case",-0.0024,"RTPD"
"215","2024-05-03",4,1,"NWMT_AMPS_EAST","I","Base Case",-0.0024,"RTPD"
"216","2024-05-03",5,1,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"217","2024-05-03",8,1,"NWMT_AMPS_EAST","I","Base Case",-6.76969,"RTPD"
"218","2024-05-03",2,2,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"219","2024-05-03",3,2,"NWMT_AMPS_EAST","I","Base Case",-0.0024,"RTPD"
"220","2024-05-03",4,2,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"221","2024-05-03",5,2,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"222","2024-05-03",2,3,"NWMT_AMPS_EAST","I","Base Case",-0.0024,"RTPD"
"223","2024-05-03",3,3,"NWMT_AMPS_EAST","I","Base Case",-0.0048,"RTPD"
"224","2024-05-03",4,3,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"225","2024-05-03",5,3,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"226","2024-05-03",6,3,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"227","2024-05-03",8,3,"NWMT_AMPS_EAST","I","Base Case",-1.12973,"RTPD"
"228","2024-05-03",2,4,"NWMT_AMPS_EAST","I","Base Case",-0.0048,"RTPD"
"229","2024-05-03",3,4,"NWMT_AMPS_EAST","I","Base Case",-0.0024,"RTPD"
"230","2024-05-03",4,4,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"231","2024-05-03",5,4,"NWMT_AMPS_EAST","I","Base Case",-0.0012,"RTPD"
"232","2024-05-03",7,4,"NWMT_AMPS_EAST","I","Base Case",-0.38246,"RTPD"
"233","2024-05-03",8,4,"NWMT_AMPS_EAST","I","Base Case",-0.0024,"RTPD"
"234","2024-05-03",10,1,"SRP_SYSTEM_ITC","I","Base Case",-3.91504,"RTPD"
"235","2024-05-03",10,2,"SRP_SYSTEM_ITC","I","Base Case",-4.82753,"RTPD"
"236","2024-05-03",10,3,"SRP_SYSTEM_ITC","I","Base Case",-28.50379,"RTPD"
